id,genre_id,genre_name,confidence,update_success
6900,,,0.0,True
424,3.0,creative non-fiction,0.4115593731403351,True
7804,2.0,journalism,0.9086284637451172,True
11213,3.0,creative non-fiction,0.5668261647224426,True
12238,2.0,journalism,0.712348997592926,True
7917,3.0,creative non-fiction,0.8244377374649048,True
12103,2.0,journalism,0.8990817666053772,True
12336,2.0,journalism,0.7975733876228333,True
12309,3.0,creative non-fiction,0.7765630483627319,True
12248,2.0,journalism,0.5902212262153625,True
12300,1.0,commentary / op-ed,0.6906062960624695,True
12501,2.0,journalism,0.6661767959594727,True
12253,2.0,journalism,0.9262129664421082,True
12456,2.0,journalism,0.6590055227279663,True
12322,1.0,commentary / op-ed,0.8502875566482544,True
7942,2.0,journalism,0.7593212723731995,True
12280,2.0,journalism,0.9160106778144836,True
9004,3.0,creative non-fiction,0.8985753655433655,True
12317,1.0,commentary / op-ed,0.41699597239494324,True
12291,2.0,journalism,0.8463701605796814,True
12262,2.0,journalism,0.9667684435844421,True
12219,2.0,journalism,0.8842676877975464,True
12330,2.0,journalism,0.9387249946594238,True
12285,3.0,creative non-fiction,0.47952139377593994,True
12289,4.0,articles/editorials,0.5322248935699463,True
12251,4.0,articles/editorials,0.8857523798942566,True
12257,2.0,journalism,0.4722372889518738,True
12240,2.0,journalism,0.9330441355705261,True
12301,3.0,creative non-fiction,0.6891930103302002,True
12255,2.0,journalism,0.8749305009841919,True
7464,2.0,journalism,0.5688610076904297,True
7906,1.0,commentary / op-ed,0.9341267943382263,True
12288,3.0,creative non-fiction,0.5335784554481506,True
12315,2.0,journalism,0.8282830715179443,True
12328,2.0,journalism,0.6883233785629272,True
12304,2.0,journalism,0.9466519951820374,True
11879,2.0,journalism,0.9404981732368469,True
12318,1.0,commentary / op-ed,0.794897198677063,True
12337,2.0,journalism,0.7478461861610413,True
12284,2.0,journalism,0.5747876763343811,True
12221,2.0,journalism,0.8480835556983948,True
12269,2.0,journalism,0.9614712595939636,True
12343,2.0,journalism,0.7186160683631897,True
12313,2.0,journalism,0.973215639591217,True
7955,3.0,creative non-fiction,0.5241529941558838,True
8032,2.0,journalism,0.9691200256347656,True
12320,2.0,journalism,0.9226264357566833,True
12272,2.0,journalism,0.9320393800735474,True
12235,1.0,commentary / op-ed,0.8816748261451721,True
12307,2.0,journalism,0.940727710723877,True
9016,0.0,narrative research,0.7413145303726196,True
12305,1.0,commentary / op-ed,0.8700851202011108,True
9022,3.0,creative non-fiction,0.9090078473091125,True
12332,2.0,journalism,0.9558206796646118,True
7466,2.0,journalism,0.7504472136497498,True
7467,1.0,commentary / op-ed,0.9745436906814575,True
8033,2.0,journalism,0.5317685604095459,True
6337,2.0,journalism,0.9324634671211243,True
973,2.0,journalism,0.8839746117591858,True
9013,1.0,commentary / op-ed,0.3104234039783478,True
