id,genre_id,genre_name,confidence,update_success
6900,,,0.0,True
313,4.0,articles/editorials,0.33140429854393005,True
511,3.0,creative non-fiction,0.563200831413269,True
277,3.0,creative non-fiction,0.5818174481391907,True
326,3.0,creative non-fiction,0.5818174481391907,True
565,4.0,articles/editorials,0.3935859799385071,True
478,4.0,articles/editorials,0.460657000541687,True
457,3.0,creative non-fiction,0.4115593731403351,True
6952,0.0,narrative research,0.9415115714073181,True
366,3.0,creative non-fiction,0.5869826078414917,True
264,4.0,articles/editorials,0.8480235934257507,True
564,3.0,creative non-fiction,0.7341699004173279,True
6606,2.0,journalism,0.8590020537376404,True
484,4.0,articles/editorials,0.460657000541687,True
260,4.0,articles/editorials,0.5475298762321472,True
422,4.0,articles/editorials,0.8480749726295471,True
266,2.0,journalism,0.5739088654518127,True
428,2.0,journalism,0.5533518195152283,True
6930,3.0,creative non-fiction,0.7293782234191895,True
6963,1.0,commentary / op-ed,0.5753920078277588,True
2409,3.0,creative non-fiction,0.8504763245582581,True
55,2.0,journalism,0.6297984719276428,True
1608,1.0,commentary / op-ed,0.9508723020553589,True
9044,0.0,narrative research,0.8850542306900024,True
261,4.0,articles/editorials,0.5299541354179382,True
2021,1.0,commentary / op-ed,0.8707000613212585,True
1846,0.0,narrative research,0.991166889667511,True
6949,4.0,articles/editorials,0.64656001329422,True
5927,2.0,journalism,0.8641505837440491,True
1917,1.0,commentary / op-ed,0.8298141956329346,True
5737,3.0,creative non-fiction,0.7207765579223633,True
8043,2.0,journalism,0.9599534273147583,True
6937,3.0,creative non-fiction,0.8350662589073181,True
383,2.0,journalism,0.5966216921806335,True
4434,3.0,creative non-fiction,0.9252249002456665,True
329,1.0,commentary / op-ed,0.5200249552726746,True
397,3.0,creative non-fiction,0.719865620136261,True
415,2.0,journalism,0.8561756610870361,True
6961,3.0,creative non-fiction,0.6638674736022949,True
2205,1.0,commentary / op-ed,0.9863213896751404,True
7143,1.0,commentary / op-ed,0.929440438747406,True
2001,2.0,journalism,0.5578766465187073,True
471,3.0,creative non-fiction,0.6846064925193787,True
2080,1.0,commentary / op-ed,0.9184444546699524,True
1906,3.0,creative non-fiction,0.6424975991249084,True
11759,2.0,journalism,0.8778325915336609,True
2275,1.0,commentary / op-ed,0.9832903146743774,True
2347,1.0,commentary / op-ed,0.9840909838676453,True
2099,1.0,commentary / op-ed,0.9730322360992432,True
7148,1.0,commentary / op-ed,0.8324383497238159,True
2451,2.0,journalism,0.9797167181968689,True
7146,2.0,journalism,0.9003075361251831,True
9036,3.0,creative non-fiction,0.6344587802886963,True
2597,1.0,commentary / op-ed,0.9164348840713501,True
2642,2.0,journalism,0.8713292479515076,True
8047,1.0,commentary / op-ed,0.5714514255523682,True
8045,2.0,journalism,0.9777441620826721,True
1739,0.0,narrative research,0.9774147272109985,True
1197,3.0,creative non-fiction,0.500119686126709,True
1744,0.0,narrative research,0.6182770133018494,True
435,3.0,creative non-fiction,0.4115593731403351,True
575,3.0,creative non-fiction,0.45490196347236633,True
12218,2.0,journalism,0.5728821158409119,True
3235,1.0,commentary / op-ed,0.8244974613189697,True
12187,2.0,journalism,0.9821038842201233,True
12195,1.0,commentary / op-ed,0.9683114290237427,False
263,2.0,journalism,0.42739224433898926,True
339,2.0,journalism,0.744623064994812,True
12216,0.0,narrative research,0.9779525399208069,True
2697,2.0,journalism,0.6039074659347534,True
7021,2.0,journalism,0.6002209186553955,True
7126,1.0,commentary / op-ed,0.9656925201416016,True
8048,2.0,journalism,0.9081857800483704,True
11276,3.0,creative non-fiction,0.7547791600227356,True
1000,1.0,commentary / op-ed,0.8164345026016235,True
6975,2.0,journalism,0.7573540806770325,True
6979,0.0,narrative research,0.9415115714073181,True
2460,2.0,journalism,0.9534629583358765,True
8049,2.0,journalism,0.9304375052452087,True
12225,2.0,journalism,0.5968121886253357,True
11688,2.0,journalism,0.9746662378311157,True
